name,date,color,message
,June 19 2020,Pale Purple,i want you to talk about how much you want me as more than a friend\\\\n\\r\\n\r\n
nick,June 19 2020,Light Blue,forever and always cutie \\\\n\\r\\n\r\n
Jose,June 19 2020,Blue,Why her over me?\\\\n\\r\\n\r\n
Mitra,June 19 2020,Light Blue,I love you so much. You always make me want to do better and I adore you. You are beautiful and your obsession for atypical animals is adorable\\\\n\\r\\n\r\n
Zachary,June 19 2020,Yellow,well probably never see each other again since we cant go to school. but\\n\n
lochy,June 19 2020,Dark Blue,i really thought you liked me. i think its obvious to both of us that you were trying to use me. i hate how you teme out of the blue and ill think that we are friends again. i never know what i do every time to make you ignore me again. i wish i did. i hate you. and i mean it.\\\\n\\r\\n\r\n
cesar,June 19 2020,Pale Blue,do you still love me? cause it doesnt feel like it you know you can tell me anything.\\\\\\\\nlove u\\\\n\\r\\n\r\n
Rey,June 19 2020,Pale Blue,you confuse me.. we can go on not talking for weeks yet as soon as i see a notification from you my heart leaps. i have all this love for you and idk where it came from. i dont know what i am to you. i wanna just hug you and hold you for a long time and tell you itll be okay  because it will be. youre a great guy.. you deserve so much i cant give you.. im sorry if ive been a shitty friend i hope youre feeling better\\\\n\\r\\n\r\n
musfira,June 19 2020,Black,the one that got away\\\\n\\r\\n\r\n
Kaylen Mcdaniel,June 19 2020,Light Green,Youre so beautiful\\\\n\\r\\n\r\n
kat,June 19 2020,Light Pink,everytime we hang out\\n\n
Hamza,June 19 2020,Maroon,Sometimes i wish you would teme . even thought i was gonna marry you even after all the shit you did and said. But slowly You will be just a stranger\\\\n\\r\\n\r\n
Blake,June 19 2020,Pale Blue,Oh\\n\n
Rossa,June 19 2020,Black,You hurt me so bad\\n\n
Romeo,June 19 2020,Dark Blue,You meant everything to me even though I know I meant nothing to you. I just want you to be happy\\\\n\\r\\n\r\n
Nicholas basdeo,June 19 2020,Black,I really hope we can meet again some day. I miss you\\\\n\\r\\n\r\n
Dale,June 19 2020,Black,I really started to like you and thought we would last but you really went and dumped for god and I have to accept well never get back together not that we were really together in the first place\\\\n\\r\\n\r\n
Hugo,June 19 2020,Light Orange,ur not my first love. but i still have feelings for you for some unknown reason. and i have NO IDEA why.\\\\n\\r\\n\r\n
Michael,June 19 2020,Light Pink,I love you and I worry you dont feel the same\\\\n\\r\\n\r\n
Michael,June 19 2020,Light Pink,I love you and I worry you dont feel the same\\\\n\\r\\n\r\n
herschell,June 19 2020,Tan,you taught me love can be shown in many ways. miss you.\\\\n\\r\\n\r\n
cam gam,June 19 2020,Pink,no cap id still bang tho\\\\n\\r\\n\r\n
Giovanni,June 19 2020,Dark Purple,When I met you that night it was the best. You wanted to know about me and my life and that continued on for a while. You made me feel wanted and you werent like every other guy. I guess I mean nothing to you now\\n\n
bethony banks,June 19 2020,Red,i love you endlessly and i cant even start with it. you changed me in so many different ways and youve made me so much happier.\\\\\\\\nthe one thing i cant ever seem to get over is how guilty i feel for what ive caused to happen to you in the past and shit i got you involved in. it hurts me to know it hurts you and i know i can never make up for it. i then instead try my hardest to be the best person i can possibly be. for you. one day ill be able to hug you and see your gorgeous laugh in person\\n\n
V,June 19 2020,Pale Blue,you really dont have to listen to the playlist i made for you while thinking about him\\\\n\\r\\n\r\n
nick,June 19 2020,Pale Purple,I hate how you started treating me in the end of our fling or whatever we had. Your ego and pride is some type of crazy. I wish you worked on yourself when it came to being petty and immature about situations. Like I said before\\n\n
robbie,June 19 2020,Black,I really thought we would be together for longer. I love you so much. I dont know why you were so willing to throw me away\\n\n
emily (em),June 19 2020,Pale Blue,ahh em if you see this i love you and you honestly make me so happy whenever im with you and i cant stand not seeing you for this long !! i love you (g)\\\\n\\r\\n\r\n
my love,June 19 2020,Maroon,Thank you for being my home when I didnt have one.  bubba\\\\n\\r\\n\r\n
V,June 19 2020,Pale Blue,I still regret not kissing you every time I had the chance\\\\n\\r\\n\r\n
anthony,June 19 2020,Blue,i think about your touch everyday. you will forever be in my heart & my head. i hate to love you.\\\\n\\r\\n\r\n
tyla,June 19 2020,Maroon,you are a spawn of satan in a blonde wig. oh the things I would do to beat the shit out of you\\\\n\\r\\n\r\n
konnor,June 19 2020,Black,you broke my heart completely\\n\n
Aidan,June 19 2020,Pale Purple,I havent known you for a really long time and Im already in love with you. I love you. Mi precioso hermoso. I really do hope we end up together in the future. \\\\n\\r\\n\r\n
Sammy Nolan,June 19 2020,Light Blue,I LOVE U SO MUCH UR MY BESTFRIEND I CAN TELL U ANYTHING AND BE MYSELF AROUND U AND U ARE SO PERFECT AHH I WANT TO BE U\\\\n\\r\\n\r\n
im scared to say ur name,June 19 2020,Black,you made my soul black and numb for the longest time but i would still say yes in a heartbeat if you asked me out\\\\n\\r\\n\r\n
Francesco,June 19 2020,Grey,We were both too young to understand love and now its too late\\\\n\\r\\n\r\n
ava hetland,June 19 2020,Red,hi i love u and ur a hoe\\\\n\\r\\n\r\n
Kevin,June 19 2020,Army Green,I love you still so much\\n\n
Francesco,June 19 2020,Grey,We were both too young to understand love and now its too late\\\\n\\r\\n\r\n
jayden,June 19 2020,Light Purple,youve changed. we all want the old person back. i wish youd still see me the same as you used to.\\\\n\\r\\n\r\n
aiden G.,June 19 2020,Yellow,i love you. probably always will. i miss you..even tho you broke me and you know it. you messed up but still i forgive you..\\\\n\\r\\n\r\n
ava hetland,June 19 2020,Black,this is ur tape\\\\n\\r\\n\r\n
Madeline,June 19 2020,Black,u ruined any chance i had at trusting someone fully again.\\\\n\\r\\n\r\n
Dallas,June 19 2020,Black,youre the closest Ive been to falling in love and I hate that it feels like youre pulling away.\\\\n\\r\\n\r\n
an idiot,June 19 2020,Green,you caused me so much pain\\n\n
Mario Azulphar,June 19 2020,Light Pink,I love you dearly but I cannot keep pretending to be blind to the things you do to me . Youre a great guy and these past 2 years have been the best but I cannot live with the fact that you can damage me and manipulate me into so many things but when you say something as simple as  wyd  or  I miss you Ill be head over heels again . Im sorry but when Im around you Im weak and I hate that \\n\n
ben,June 19 2020,Pale Blue,youre so beautiful. I wish I could have told you that when you were happy. now you cant listen anymore\\\\n\\r\\n\r\n
Eli,June 19 2020,Tan,I wish you knew how much you mean to me. I hope C.C treats you right\\\\n\\r\\n\r\n
anthony,June 19 2020,Blue,i think about your touch everyday. you will forever hold a place in my head & in my heart. i hate to love you.\\\\n\\r\\n\r\n
Brody,June 19 2020,Black,i feel nothing anymore. i miss you so much\\n\n
AVA HAMMOND,June 19 2020,Red,YOU HAVE BEEN MY BESTIE SINCE KINDERGARDEN  (I spelt that wrong)  but anyway I LOVE U SO MUCH AND IM SO GLAS THAT WE HAVE EACHOTHERS BACK ALL THE TIME EVEN IF WE DONT TALK FOR A WEEK AND OMG I MISS U AND YOURE SO PERFECT ITS NOT FAIR LOL K BYE KISS\\\\n\\r\\n\r\n
allaa,June 19 2020,Black,i love you\\\\n\\r\\n\r\n
riley,June 19 2020,Dark Green,i still love you. i wish you were able to be vulnerable. i wish you were able to love me the way i loved you. i know you still care. come back.\\\\n\\r\\n\r\n
sarah,June 19 2020,Black,i say i hate you but i dont. even though you treated me like shit\\n\n
Moe,June 19 2020,Pale Pink,You made me love the taste of coffee.\\\\n\\r\\n\r\n
KC,June 19 2020,Dark Blue,you really hurt me. but i seriously miss you and our talks\\\\n\\r\\n\r\n
Rene,June 19 2020,Green,Ive never known a more beautiful soul. He DOES NOT deserve you.\\\\n\\r\\n\r\n
Kai,June 19 2020,Light Purple,You mean the world to me. You always will and even if it doesnt last forever\\n\n
taylor,June 19 2020,Blue Grey,youre a fucking piece of garbage. yet you taught me how to respect myself and you somewhat built me to the person who i am today. i just wish i didnt have to be together with you to find me. i genuinely hope you burn in hell. youre sick but you wont believe it. you are such an aquarius. i hope i never see you. ever. again.\\\\n\\r\\n\r\n
ferman,June 19 2020,Black,i have learned to live without your love\\n\n
Kai,June 19 2020,Black,Im sorry im really bad at being in relationships but i promise im trying my best i want to be with you so badly.\\\\n\\r\\n\r\n
Aariana,June 19 2020,Light Pink,Tbh youre there for me when I need you and I really appreciate the hope that you give me when Im down Love you!\\\\n\\r\\n\r\n
hunter l,June 19 2020,Green,okay you have no idea who i am but im just gonna say it again\\n\n
Wesley,June 19 2020,Pale Purple,Ive never felt happier being with another person and I miss you\\\\n\\r\\n\r\n
Benjamin,June 19 2020,Blue,You were my first. I fell in love with you. But you slowly became someone else. And then I was in love with the idea of you. The person I first fell in love with that no longer eted.\\\\n\\r\\n\r\n
Lyllie,June 19 2020,Light Blue,I miss you\\n\n
Tabitha,June 19 2020,Black,\\\\n\\r\\n\r\n
Hector o,June 19 2020,Orange,Ik your ego is to big to ever reach out\\n\n
deena,June 19 2020,Black,i love you too\\\\n\\r\\n\r\n
Daddy,June 19 2020,Maroon,Remember when I was your little princess? You were my guardian angel\\n\n
Mario azulphar,June 19 2020,Light Green,I wanted to grow old with you now Im growing without you . Im wishing you the best I honestly am but it hurts seeing you happy when Im hurting so bad it makes me wonder if I ever really meant as much to you as you said I did . Im now learning the difference between what the mouth and actions say\\\\n\\r\\n\r\n
Clay,June 19 2020,Maroon,Even after all the pain & the hurt I still wish you the best and will always be rooting for you. Well be okay\\n\n
evan soy,June 19 2020,Light Pink,ur cologne smells like shit :sparkles:\\\\\\\\n~~old man stinky\\\\n\\r\\n\r\n
Evan,June 19 2020,Dark Green,Im sorry I couldnt love you back the way you loved me and the way you deserve to be loved.\\\\n\\r\\n\r\n
Sebastian,June 19 2020,Red,i wish you would call. how are you? i think about you too much.\\\\n\\r\\n\r\n
Maliah,June 19 2020,Light Blue,You have a nice ass\\\\n\\r\\n\r\n
Parker,June 19 2020,Black,You were the first person I fell in love with. Sorry that I wasnt enough. But I wish you the best.\\\\n\\r\\n\r\n
jesus r.,June 19 2020,Dark Green,its 12pm and im crying because i love you. -\\\\n\\r\\n\r\n
Mihali,June 19 2020,Peach,missing you a little ea tonight. \\\\n\\r\\n\r\n
Fishita,June 19 2020,Light Green,I know I said I would move on but you are the one guy whos never once made me feel less of a person\\n\n
Maliah,June 19 2020,Dark Green,You deserve the worlllddd -mia\\\\n\\r\\n\r\n
Rowdy,June 19 2020,Yellow,You showed me what love felt like and you make me want to feel that forever but Im not good enough for you no matter how hard I try. I just love you more than anything and its so hard to tell myself not to.\\\\n\\r\\n\r\n
Vincent,June 19 2020,Peach,You said dont give up on you\\n\n
nick,June 19 2020,Black,i always looked your way and ected you to look back. you never did.\\\\n\\r\\n\r\n
Ben,June 19 2020,Black,i hope you still think abt me\\\\n\\r\\n\r\n
kailin,June 19 2020,Light Purple,a part of me loved you but you chose your eithout a second glance in my direction. why? she wasnt good to you.\\\\n\\r\\n\r\n
Arissa,June 19 2020,White,Thank you for being there\\n\n
Jula,June 19 2020,Black,I wish you would know how I really feel for you.\\\\n\\r\\n\r\n
